path	type	bytes	sha256	link_target	component	port_status	linux_6_6_replacement	build_policy	notes
src/hal/phy/phy_8218b.c	file	219383	adf74fd76b5633bac1e2f0fa2c0514c597d6089db9bfec42e0df27920d49ba35		RTL83xx switch PHY/SerDes	native-integrated-needs-hardware-validation	REALTEK_SOC_PHY (rtl83xx-phy.c)	native-only	Native phylib driver includes RTL8214/RTL8218 and RTL8380/RTL8390 SerDes paths.
src/hal/phy/phy_8218b_patch.c	file	125336	e0cd86933f6fa7807a1432353c387f40644a726be3c8845f9b369bc56da7b9ce		RTL83xx switch PHY/SerDes	native-integrated-needs-hardware-validation	REALTEK_SOC_PHY (rtl83xx-phy.c)	native-only	Native phylib driver includes RTL8214/RTL8218 and RTL8380/RTL8390 SerDes paths.
src/hal/phy/phy_8328.c	file	6322	95cd4ee90e678ea027a8f76e021578b658a1f283718a7aeff6636b3e0b582702		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
src/hal/phy/phy_8380.c	file	25981	b126da68a5940196bb0f06d0d685d3f468eaff419079d95ddb1c16f88bee23f1		RTL83xx switch PHY/SerDes	native-integrated-needs-hardware-validation	REALTEK_SOC_PHY (rtl83xx-phy.c)	native-only	Native phylib driver includes RTL8214/RTL8218 and RTL8380/RTL8390 SerDes paths.
src/hal/phy/phy_8389.c	file	6334	4671dcf4ee013386a4bf59bf853537998ed7a3a0e3d677cf3e6810094bfba96a		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
src/hal/phy/phy_8390.c	file	88576	8796f98e944f295a1fb3a328e76a84aa26dc6ca43d8819bf923c95ae77dead31		RTL83xx switch PHY/SerDes	native-integrated-needs-hardware-validation	REALTEK_SOC_PHY (rtl83xx-phy.c)	native-only	Native phylib driver includes RTL8214/RTL8218 and RTL8380/RTL8390 SerDes paths.
src/hal/phy/phy_common.c	file	10886	b46989896c33a076143be380f7acffd6fb66339d6e3632368818c0a6a5595419		RTL83xx switch PHY/SerDes	native-integrated-needs-hardware-validation	REALTEK_SOC_PHY (rtl83xx-phy.c)	native-only	Native phylib driver includes RTL8214/RTL8218 and RTL8380/RTL8390 SerDes paths.
src/hal/phy/phy_probe.c	file	6371	db7e14e2e91e04793d2abf74b8d142ce419de932c7655666085fe5bbd7559616		RTL83xx switch PHY/SerDes	native-integrated-needs-hardware-validation	REALTEK_SOC_PHY (rtl83xx-phy.c)	native-only	Native phylib driver includes RTL8214/RTL8218 and RTL8380/RTL8390 SerDes paths.
src/rtk/acl.c	file	78213	d1953a0b0a85a40b071fda4477dbf05d9a84d90c139c89d2325de3127d4eafe3		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/customer/customer_api.c	file	1937	8aea20b1b4b04a071b0bf180166251f56686d61f7c0d40cdd41434c57a7bdc68		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/customer/customer_api.mk	file	183	4797bffe84eb425ee8bb5b3a0786c415c6b1f7cb665d3eea73e00b0bed573590		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/customer/customer_api_demo.c	file	1614	5c3fac37c9e2e511a7e13503fe4f9fd027ceb99c8727ee4557b11882d21ea3ac		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/diag.c	file	23376	cd042230e937f97b982772f412ee06259ebd49d53c8c7c68829767723dc89eb4		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/dot1x.c	file	37099	671ee3892730d4af1f399dfb6e7fec7f50c80e4484904b4ae68b16eb3a625d53		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/eee.c	file	6933	b75d2e00bafcde3f30a6ce5c8df3e4cd613283493d56662f1e9354f08fccf964		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/filter.c	file	55277	7e0d14fb1e1a4c9cc2ef797b112faa3ed122d9e18268f32f606c959f8c01159f		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/flowctrl.c	file	81816	67a8f976508a62e79ce51af99faa5c3599a6ddaa3a1bad000702f68380e39009		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/init.c	file	2981	914d99656142f9cb07361a4f8e4d7adb00369519f821db07a6f20441891d3ab8		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/l2.c	file	219861	b64b07ddaec765eb5a1646535834d0793173d10f09d34397f67d152a27f47ff9		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/l3.c	file	17783	2c6c7ebc332603455ae101262ccb2475f80628b7e701506dc73a1a4d39f0ece1		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/led.c	file	14566	07e5d0d22bd96130627e205f6b8087c163d7b57a008bd3b5e46b3fc48ae677c0		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/mirror.c	file	47845	e5fac4a497a7560e25ea419834d147938f37a88527340e71fc14215842e25afb		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/mpls.c	file	7348	67f1f81402970881d084a3c8df7c51517d7024b4916fb46128cc2213b1949731		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/oam.c	file	108822	4e5497f2dbdc5bc2c3c978ef87b2eab48ab5a3c7a92e944368616c3be88dc3dc		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/pie.c	file	73250	e544fc63623754ddec9c5532d0dad5cb5ff3285c2b279276852d1c3bd3dd50a4		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/port.c	file	111498	bb6f1cfcb8272b4526299437da24246bbe5a02cab1aa3e78411d800c3a5cb950		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/qos.c	file	176972	0ec9b310e77e83a6534b14b118831b47ada8ea423250d1f9a1a1f9ad27489e8c		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/rate.c	file	101747	8fc4b2934fd11244aea513b1b13bb2da52fdc6ff2bef47503ac5285d10dd8e68		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/sec.c	file	26531	38295da3acee8a79c92a487db3496e01c9516238c82de71a5ee271d026f95ef3		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/stat.c	file	21676	f043d7c5a36ee87306c9ebc55aa62cd6e850680eff28ea174090bcb84b1e1ed3		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/stp.c	file	9284	fd1c780c04ac69044c0ed0acce236db5fcf959d8adf4a5e75431caa719f1aaa8		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/svlan.c	file	15888	e5f9fd5c90074ba9428bf92b3d9ca4706778b641915bb8013857694ce4cf3e6b		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/switch.c	file	51243	a87a237dbd3ab832274fe90531c26db8da447b6adc31dda4b01f3546e81e2c01		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/time.c	file	11693	da432819a3cfe1143524b155cbec36f4a7975ed94c5e24b2ccb91c1aee1e27fe		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/trap.c	file	162011	9b2ca5f0e15721abb97d5a26f77aca2ef1f853ef0b7781eaf10fbac60ab70469		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/trunk.c	file	28153	bd7952c60ae4946e3afa3c6ddce4b033757c44243e709fcafb4259d71737ed86		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
src/rtk/vlan.c	file	178645	ec6dad60547a2d23b95c675585c4ed611479c6081940e95934b982df370f9953		RTK management API	legacy-control-api-retained	iproute2/bridge/ethtool/devlink/tc/netlink interfaces	not-built	Functionality is mapped to standard Linux control planes; binary/API compatibility is not promised.
system/common/debug/mem.c	file	2301	5695fa1b2e54846dc0eb5b118e5e3cf66c63630ee7d9cee67226e0e1dbcaaa24		SDK common support	legacy-support-library-retained	native Linux helpers or userspace libraries as applicable	not-built	Retained because higher-level SDK sources reference it; not independently a hardware driver.
system/common/debug/rt_log.c	file	13730	0ac3c081828f21f0ba891e056178653371fb9f9be72517d1274b3396b8d9416c		SDK common support	legacy-support-library-retained	native Linux helpers or userspace libraries as applicable	not-built	Retained because higher-level SDK sources reference it; not independently a hardware driver.
system/common/debug/user/mem.c	file	2686	e74a0088c7581624da35f01db13c53c6366c5665b21987122f63ba870cb4bffb		SDK common support	legacy-support-library-retained	native Linux helpers or userspace libraries as applicable	not-built	Retained because higher-level SDK sources reference it; not independently a hardware driver.
system/common/debug/user/rt_log.c	file	14960	cfec6d8231b060fca3892fc3efea644a99f503c88862b03e08b129a19fe35e23		SDK common support	legacy-support-library-retained	native Linux helpers or userspace libraries as applicable	not-built	Retained because higher-level SDK sources reference it; not independently a hardware driver.
system/common/rtcore/init.c	file	5383	0ec911426c94e2852b33122c04998341463baa8bb57d98a2ef841b316cbdaef5		SDK common support	legacy-support-library-retained	native Linux helpers or userspace libraries as applicable	not-built	Retained because higher-level SDK sources reference it; not independently a hardware driver.
system/drv/gpio/ext_gpio.c	file	41547	a31ea7b2408a47c9ac195a13aac01073ac12d1d1276c89f35edc0a2bcd3852bf		GPIO	native-integrated	GPIO_REALTEK_OTTO, PINCTRL_RTL8231 and gpio-rtl8197f	native-only	Legacy direct-register GPIO API is replaced by gpiolib/pinctrl.
system/drv/gpio/generalCtrl_gpio.c	file	8729	f0cffa562b60c1bed338bea0b83834d0edd242f165d03d9b159c8f865281b242		GPIO	native-integrated	GPIO_REALTEK_OTTO, PINCTRL_RTL8231 and gpio-rtl8197f	native-only	Legacy direct-register GPIO API is replaced by gpiolib/pinctrl.
system/drv/gpio/gpio.c	file	28728	0aa996de97b7e88f1520e81909f5b22257675af1fb6e5ec6a6fd46ead4b71d23		GPIO	native-integrated	GPIO_REALTEK_OTTO, PINCTRL_RTL8231 and gpio-rtl8197f	native-only	Legacy direct-register GPIO API is replaced by gpiolib/pinctrl.
system/drv/gpio/user/ext_gpio.c	file	17188	e18319dda7e8508a10eddf60765e432f1def67a7569f3436844bd726db5837b9		GPIO	native-integrated	GPIO_REALTEK_OTTO, PINCTRL_RTL8231 and gpio-rtl8197f	native-only	Legacy direct-register GPIO API is replaced by gpiolib/pinctrl.
system/drv/gpio/user/generalCtrl_gpio.c	file	6571	181babef2c1e8685673b1e4d7109d3699154c28567cd0b23210cede5094922c0		GPIO	native-integrated	GPIO_REALTEK_OTTO, PINCTRL_RTL8231 and gpio-rtl8197f	native-only	Legacy direct-register GPIO API is replaced by gpiolib/pinctrl.
system/drv/gpio/user/gpio.c	file	3783	21494f4a77bc03305de33466b4c72579e7246ba52dc1ae6ca8ce72189315e028		GPIO	native-integrated	GPIO_REALTEK_OTTO, PINCTRL_RTL8231 and gpio-rtl8197f	native-only	Legacy direct-register GPIO API is replaced by gpiolib/pinctrl.
system/drv/intr/intr.c	file	21987	2e45aae811387f71241cd2bf70257d9d7e08427d2e3fa47e7125861a010db799		interrupt controller	native-integrated	irqchip/irq-realtek-rtl plus RTL83xx platform IRQ code	native-only	Legacy interrupt API is replaced by irqdomain/irqchip infrastructure.
system/drv/intr/user/intr.c	file	13598	90b3b5fa55824084900b7d4335d224ef00217cbbd22a178b2929cc0ec47334d1		interrupt controller	native-integrated	irqchip/irq-realtek-rtl plus RTL83xx platform IRQ code	native-only	Legacy interrupt API is replaced by irqdomain/irqchip infrastructure.
system/drv/nic/diag.c	file	5422	95ac0a9e1b012f0734a764bd6758f22c0846e0936084ab540bdc23b0f4270090		switch CPU-port NIC	native-integrated-needs-hardware-validation	NET_RTL838X Ethernet DMA driver plus DSA master interface	native-only	SDK descriptor/ioctl NIC is not built; native NAPI/phylink/DSA path is used.
system/drv/nic/nic.c	file	10406	7ecafc4a57fb6d4f38b9b00020c1231d7c42da89b6abdbe3161cdf29fe92019d		switch CPU-port NIC	native-integrated-needs-hardware-validation	NET_RTL838X Ethernet DMA driver plus DSA master interface	native-only	SDK descriptor/ioctl NIC is not built; native NAPI/phylink/DSA path is used.
system/drv/nic/nic_rx.c	file	19366	5608438d57f12cbbf4a67cf07cb7cc11c4e3383ae0dcb952f26a0d4f9b3be067		switch CPU-port NIC	native-integrated-needs-hardware-validation	NET_RTL838X Ethernet DMA driver plus DSA master interface	native-only	SDK descriptor/ioctl NIC is not built; native NAPI/phylink/DSA path is used.
system/drv/nic/probe.c	file	7155	91cf69bd76c9fe9cc19d09ab82a37518db3c7830fd6d8ce1a6a55dcf1a4d423a		switch CPU-port NIC	native-integrated-needs-hardware-validation	NET_RTL838X Ethernet DMA driver plus DSA master interface	native-only	SDK descriptor/ioctl NIC is not built; native NAPI/phylink/DSA path is used.
system/drv/nic/r8328.c	file	119971	d85fae3b135a66ee8c466d11ee837844f384c5a6c7392fe6b615c309f64720c6		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
system/drv/nic/r8380.c	file	108165	a66e413da00bff79a7d164de3a6376fe4b3a6a3b5ceafdae7895d3b6273c0324		switch CPU-port NIC	native-integrated-needs-hardware-validation	NET_RTL838X Ethernet DMA driver plus DSA master interface	native-only	SDK descriptor/ioctl NIC is not built; native NAPI/phylink/DSA path is used.
